t,simElapsedSec,round,fpsAvg,fpsMin,fpsMax,frameMsAvg,frameMsMax,frameCount,simDtMsAvg,cpu.simMsAvg,cpu.syncMsAvg,cpu.renderMsAvg,gpuMsAvg,renderer.calls,renderer.triangles,renderer.lines,renderer.points,renderer.geometries,renderer.textures,renderer.programs,scene.totalObjects,scene.visibleMeshes,scene.hiddenMeshes,scene.lights,scene.shadowCastingLights,game.viewedPlayer,game.viewedCreeps,game.viewedTowers,game.allArenasCreeps,game.allArenasTowers,game.humanoidAnimating,game.lightningArcsActive,game.poisonBubblesActive,memory.usedMB,memory.totalMB,memory.limitMB
10.05189999999851,15.75,1,20.7168192290832,14.992503748125774,30.030030030030687,49.20476190476187,66.70000000000073,21,49.20476190476187,0.07619047590664454,0.3952380950961794,6.780952381591002,,666,37766,0,0,345,2,8,921,764,43,3,1,0,0,0,0,14,0,0,0,23.61459445953369,51.66091251373291,4192
11.09339999999851,19.7,1,20.757166785357267,14.992503748126182,30.120481927710184,49.16000000000004,66.69999999999891,20,49.16000000000004,0.09499999918043614,0.39000000059604645,6.825,,666,37766,0,0,345,2,8,921,764,43,3,1,0,0,0,0,14,0,0,0,21.748910903930664,51.6610164642334,4192
12.07739999999851,23.4,1,18.53090633281487,5,20.040080160320787,60.78235294117643,200,17,60.78235294117643,0.1823529403875856,1.0705882359076948,8.794117647497092,,688,46110,0,0,361,6,13,1051,868,43,3,1,0,4,0,20,14,20,0,0,31.584118843078613,52.9749116897583,4192
13.10139999999851,27.35,1,19.47502987676278,14.992503748125774,20.04008016032152,51.75263157894733,66.70000000000073,19,51.75263157894733,0.16315789481526927,0.7473684219937575,7.3842105261589355,,688,46110,0,0,361,6,13,1051,868,43,3,1,0,4,0,20,14,20,0,4,28.830059051513672,53.224918365478516,4192
14.09489999999851,31.2,1,18.888512981164183,14.970059880239685,20.04008016032152,53.7055555555556,66.79999999999927,18,53.7055555555556,0.12222222155994839,0.827777778936757,7.227777777860562,,696,54454,0,0,361,10,13,1087,886,43,3,1,0,8,0,38,14,40,0,10,22.762656211853027,53.22492504119873,4192
15.06819999999553,35.4,2,17.503224254935148,14.992503748125774,20.04008016032152,58.32777777777786,66.70000000000073,18,58.32777777777786,0.14444444494114983,2.0999999998344316,7.499999999586079,,700,58626,0,0,361,12,13,1869,1517,85,3,1,0,10,0,45,31,47,0,11,22.883604049682617,54.7348575592041,4192
16.11219999999553,39.35,2,17.649570680737536,14.992503748125774,20.04008016032152,57.841176470588195,66.70000000000073,17,57.841176470588195,0.11764705838525996,1.5352941172964432,7.570588236784234,,710,69056,0,0,361,17,13,1966,1553,106,3,1,0,15,0,61,35,66,0,3,38.517109870910645,57.66712665557861,4192
17.09709999999404,43.4,2,17.057662633131304,14.992503748125774,20,59.79999999999991,66.70000000000073,17,59.79999999999991,0.11176470667123795,1.1882352947312242,7.511764704742852,,729,76208,0,0,375,20,13,2056,1628,106,3,1,0,18,0,70,35,74,0,8,31.499653816223145,59.126553535461426,4192
18.11119999999553,47.15,2,16.241784285193372,8.568980291345277,20.04008016032152,64.44000000000014,116.70000000000073,15,64.44000000000014,0.1533333331346512,1.1800000001986821,8.11333333402872,,774,68858,0,0,439,38,13,2080,1635,111,3,1,1,14,5,82,35,85,0,13,32.77773666381836,59.126747131347656,4192
19.08009999999404,51.25,2,17.057666615664182,14.992503748125774,20,59.79999999999991,66.70000000000073,17,59.79999999999991,0.16470588261590285,1.1705882356447332,8.011764705619392,,768,73456,0,0,439,31,13,2076,1633,111,3,1,1,11,5,80,35,87,0,9,39.80585861206055,59.876747131347656,4192
20.11089999999851,55.15,2,16.561567189378266,14.992503748125774,20,61.46250000000009,66.70000000000073,16,61.46250000000009,0.13125000009313226,1.2124999994412065,8.118749999441206,,770,75542,0,0,439,32,13,2096,1643,111,3,1,1,12,5,90,35,95,0,3,27.577220916748047,59.876747131347656,4192
21.08479999999702,59.1,2,16.563293041940003,14.992503748125774,20,61.44999999999982,66.70000000000073,16,61.44999999999982,0.11875000083819032,1.206249998882413,8.200000000186265,,768,75508,0,0,439,27,13,2098,1644,111,3,1,1,11,5,91,35,98,0,6,30.444618225097656,59.876747131347656,4192
22.06259999999404,63.05,3,16.68833165473934,11.990407673860702,20.04008016032152,61.45625000000018,83.40000000000146,16,61.45625000000018,0.16250000055879354,2.168749999254942,8.262500001583248,,846,81406,0,0,508,30,13,2536,2001,122,3,1,1,16,6,119,41,123,0,9,29.982271194458008,60.058279037475586,4192
23.06959999999404,67.1,3,14.79932663080589,12.004801920768411,15.015015015015344,67.7799999999998,83.29999999999927,15,67.7799999999998,0.19999999950329464,2.3399999996026355,9.799999999503294,,818,92264,0,0,533,23,13,2640,2055,143,3,1,1,17,7,124,45,142,0,9,56.08651924133301,90.3861141204834,4192
24.08269999999553,71.15,3,14.933445257811979,12.004801920768411,20,67.77333333333348,83.29999999999927,15,67.77333333333348,0.15333333363135657,1.740000000099341,8.779999999701976,,832,94726,0,0,564,24,13,2709,2099,147,3,1,1,18,8,139,46,143,0,6,43.574838638305664,94.73405647277832,4192
25.084299999997018,75.1,3,15.465832204869645,12.004801920768411,20,65.55333333333328,83.29999999999927,15,65.55333333333328,0.13333333283662796,1.5800000006953876,8.420000000794728,,826,90520,0,0,564,17,13,2687,2088,147,3,1,1,15,8,128,46,141,0,10,59.439714431762695,94.73051643371582,4192
26.079599999994038,79.1,3,15.000007503755633,14.992503748125774,15.015015015015344,66.66666666666667,66.70000000000073,15,66.66666666666667,0.1533333331346512,1.8066666677594185,8.719999999304612,,867,81404,0,0,629,15,13,2778,2155,154,3,1,1,13,10,133,48,138,0,12,46.432963371276855,94.9254903793335,4192
27.07379999999702,83.1,3,15.135836218218964,12.004801920768411,20.040080160320056,66.6600000000001,83.29999999999927,15,66.6600000000001,0.2066666677594185,1.946666665871938,8.933333333333334,,838,104900,0,0,739,32,13,2708,2130,156,3,1,2,18,8,80,49,136,0,6,52.56979942321777,94.08280372619629,4192
28.08079999999702,87.15,3,14.801920936278927,11.976047904191617,15.015015015015344,67.77333333333324,83.5,15,67.77333333333324,0.14000000059604645,1.3266666660706201,8.860000001390775,,833,96100,0,0,739,32,13,2724,2138,156,3,1,2,22,8,88,49,93,0,3,37.68924617767334,94.08290767669678,4192
29.0865,91.15,3,15.000025497093384,14.970059880239685,15.037593984962406,66.66666666666667,66.79999999999927,15,66.66666666666667,0.16000000139077505,1.266666667163372,8.626666666070621,,829,96032,0,0,739,27,13,2740,2159,158,3,1,2,20,8,75,50,80,0,6,54.45308971405029,94.17434978485107,4192
30.08619999999553,95.15,4,14.142670337006619,11.990407673860702,15.015015015015344,71.42857142857143,83.40000000000146,14,71.42857142857143,0.1857142863529069,2.7071428559720516,9.864285714392151,,899,100202,0,0,801,33,14,3323,2598,184,3,1,2,28,10,117,58,95,0,4,52.75137233734131,95.2216215133667,4192
31.09279999999702,99.3,4,14.600148815752332,11.990407673860702,15.015015015015344,68.88666666666686,83.40000000000146,15,68.88666666666686,0.1533333346247673,1.51333333303531,9.106666664779187,,875,99422,0,0,789,24,14,3230,2527,185,3,1,2,22,10,94,58,76,0,7,39.84041881561279,97.17502117156982,4192
32.12159999999404,103.1,4,14.787141027132504,12.004801920767887,15.015015015015344,67.84999999999958,83.30000000000291,14,67.84999999999958,0.1357142866722175,1.5999999998935632,9.092857142112084,,879,99490,0,0,789,26,14,3266,2554,188,3,1,2,24,10,95,59,74,0,4,53.94314479827881,97.26588344573975,4192
